NumberOfFollowings,NumberOfFollowers,NumberOfTweets,LengthOfScreenName,LengthOfDescriptionInUserProfile,BadUser
1256,1119,79,9,0,1
379,315,231,8,0,1
477,122,21,14,0,1
334,23,21,12,0,1
6070,5966,101,10,52,1
669,324,13,10,70,1
1456,1317,350,11,105,1
154,532,15391,12,0,1
350,4,11,11,0,1
1827,453,289,15,90,1
313,92,23,12,74,1
5900,5429,1315,9,0,1
265,55,60,11,0,1
916,170,1,11,0,1
1211,807,2586,11,160,1
142,2,2,11,39,1
859,268,333,13,86,1
25,37,310,8,88,1
2441,2224,2740,10,115,1
351,85,294,6,66,1
1290,314,220,10,0,1
854,868,813,11,35,1
786,341,71,8,116,1
14303,13090,61011,11,158,1
6526,6044,804,14,41,1
23178,23857,1523,13,148,1
9773,9151,278,6,30,1
12739,12476,18335,12,132,1
954,767,91,9,46,1
1371,685,1,14,0,1
6329,5798,1654,13,139,1
2000,1617,12,7,85,1
1104,506,39,12,47,1
1899,196,8,10,33,1
89,69,16,11,35,1
11670,11114,2986,11,60,1
1451,771,6,14,99,1
816,294,54,14,43,1
6374,7342,41013,11,54,1
530,231,88,9,126,1
3286,3452,30373,7,0,1
8146,7751,13689,11,146,1
6830,8431,32131,14,132,1
429,886,309,11,109,1
1433,1048,215,14,48,1
892,642,37,12,76,1
241,85,11,14,89,1
1396,332,0,15,0,1
9258,8415,75,15,38,1
1552,895,2046,11,0,1
84,24,34,11,122,1
1807,987,44,13,89,1
258,30,2,14,0,1
2028,1847,399,14,156,1
1369,270,1351,15,0,1
1424,601,4899,15,67,1
941,1443,2922,10,83,1
6917,6575,324,12,158,1
9935,9030,1696,14,58,1
27295,26084,2921,10,145,1
633,95,73,9,0,1
715,46,9,11,0,1
2000,1298,309,9,40,1
3254,2958,13129,7,155,1
975,850,667,11,46,1
924,838,1033,9,160,1
1960,941,345,10,31,1
321,315,355,13,57,1
1829,1310,1427,13,90,1
31944,36286,18605,9,74,1
663,65,6,12,0,1
21151,21389,67096,10,120,1
112,8,20,14,0,1
712,166,136,11,104,1
709,201,7,10,0,1
831,309,1118,14,52,1
267,306,99,10,31,1
61,7,99,11,71,1
1385,635,2006,10,121,1
1235,192,7,13,0,1
1801,635,37,13,87,1
1058,104,3,8,55,1
1379,974,358,15,98,1
13506,12324,2159,14,98,1
14368,23308,55415,13,155,1
1741,1115,260,13,54,1
105,3,2,11,85,1
5610,8740,38091,13,125,1
58,529,192,14,157,1
383,224,365,12,0,1
1629,320,87,7,53,1
1153,400,348,11,105,1
3968,3607,11,13,121,1
11437,10411,14583,12,50,1
1602,925,1749,12,0,1
1914,170,134,15,72,1
269,67,5,15,0,1
1600,1070,805,13,132,1
2001,1449,3,8,160,1
414,88,13,7,116,1
50,1,1,13,33,1
10164,9508,55511,14,124,1
961,1054,8,13,0,1
2913,2648,13849,9,40,1
2711,2466,2948,12,83,1
100,0,0,11,121,1
247,11,3,13,0,1
1252,1060,155,13,67,1
3404,3418,189,14,107,1
50,0,1,13,0,1
885,1043,10109,6,102,1
3151,2861,25675,9,57,1
653,91,17,11,17,1
587,124,0,15,139,1
1765,629,24,13,153,1
928,283,3,14,66,1
1898,467,0,8,0,1
51,1,1,13,0,1
364,102,397,10,57,1
266,74,28,14,133,1
3263,3126,1672,8,160,1
340,59,31,13,73,1
443,631,147,12,135,1
370,45,0,15,13,1
595,355,618,11,68,1
1909,1747,2556,13,64,1
916,109,12,14,56,1
776,91,30,14,121,1
6225,5694,1227,11,68,1
1509,1387,50,11,33,1
339,85,13,8,79,1
1194,659,86,11,5,1
596,96,59,8,92,1
593,76,57,9,45,1
832,199,3,12,149,1
979,280,284,14,110,1
250,165,34,10,123,1
3129,2873,1300,8,86,1
419,287,1027,15,143,1
1893,1809,265,12,97,1
1869,1222,916,10,0,1
173,45,8,13,110,1
322,101,2270,15,18,1
1915,393,289,13,99,1
538,233,149,8,0,1
1827,899,733,9,38,1
588,297,190,7,0,1
1157,473,19,12,84,1
1024,377,444,13,56,1
1633,573,58,13,41,1
1292,799,302,7,46,1
1710,753,1073,10,145,1
1577,362,11,11,120,1
1923,1483,16537,13,0,1
2364,7343,417,15,128,1
670,664,552,8,152,1
527,212,2,15,70,1
529,412,5,7,0,1
1008,112,10,6,0,1
712,107,14,9,0,1
254,109,52,8,0,1
690,386,22,9,33,1
688,551,484,8,43,1
862,682,83,13,0,1
354,380,1103,13,119,1
1554,104,14,8,0,1
1659,738,44,5,48,1
321,48,251,13,39,1
47,4,22,8,0,1
23463,23460,3164,13,78,1
1896,756,369,10,47,1
856,97,128,10,0,1
220,178,41,14,0,1
1279,1014,13,12,80,1
960,353,358,9,116,1
493,0,0,12,0,1
628,38,49,9,131,1
2708,2548,71,4,106,1
1328,493,119,15,80,1
254,60,13,8,0,1
1397,786,247,10,0,1
987,545,383,15,140,1
807,421,773,11,0,1
1691,2079,1020,8,54,1
26124,24785,1112,11,100,1
1894,1781,42029,13,140,1
7282,14811,507,11,133,1
17404,21162,392,11,70,1
1127,202,35,10,0,1
167,1111,15486,6,16,1
813,127,83,10,63,1
5449,6048,210,15,137,1
1991,1612,2012,10,117,1
422,240,2,14,27,1
3243,3032,1431,13,156,1
96,81,78,8,76,1
917,445,169,14,160,1
1493,156,2178,10,0,1
50,7,2,9,61,1
602,39,0,12,0,1
1274,703,98,7,26,1
1095,656,261,7,158,1
404,198,1,10,31,1
1986,3612,478,14,18,1
71,9,75,10,0,1
3625,3389,21,8,0,1
1732,274,15,12,135,1
832,269,894,12,58,1
172,42,364,11,0,1
2018,1985,554,11,151,1
7858,7657,18091,6,111,1
757,416,98,14,152,1
2001,1287,2014,9,48,1
194,52,0,14,89,1
5455,5091,328,7,146,1
237,14,3,15,0,1
37,57,838,11,38,1
204,34,5,13,157,1
1790,1021,76,12,0,1
376,6,0,14,0,1
2000,1472,465,10,40,1
569,8,16,13,0,1
5,0,3,12,0,1
812,1667,2843,15,158,1
240,207,32,15,17,1
1073,295,23,12,81,1
1931,1024,398,6,72,1
1985,1129,851,11,43,1
349,64,4,12,0,1
1055,1717,3024,11,56,1
1658,757,1496,11,32,1
384,92,10,9,82,1
984,280,471,15,159,1
1494,876,299,11,82,1
3093,2828,112,11,0,1
139,133,95,8,152,1
1429,392,1393,11,0,1
1395,525,116,10,0,1
219,127,4,15,32,1
141,13,5,10,0,1
354,295,15697,10,27,1
576,65,26,15,28,1
1785,213,61,11,24,1
945,35,4,13,95,1
1617,170,1,14,131,1
1022,170,102,11,37,1
5376,4897,1219,9,142,1
754,416,139,8,0,1
1528,2193,27284,13,113,1
939,1088,296,12,157,1
1100,360,137,13,0,1
2138,2074,762,13,119,1
1044,163,215,11,70,1
9877,10003,717,7,120,1
12377,11841,3347,6,83,1
2000,1771,135,13,87,1
2001,635,146,13,90,1
1423,669,0,7,18,1
1787,278,48,13,0,1
2001,323,50,15,0,1
360,80,8,9,158,1
2001,1419,18,11,0,1
878,843,369,10,24,1
773,205,25,10,58,1
540,95,7,7,99,1
1892,1298,1717,10,0,1
14776,24169,18107,11,158,1
4381,3988,3059,14,35,1
2516,2401,37,12,53,1
736,736,428,12,19,1
665,48,0,14,53,1
902,390,202,15,157,1
431,291,419,9,48,1
11,3,15,8,49,1
1635,1009,29,11,135,1
14880,13540,2145,13,39,1
344,91,1184,15,0,1
1235,1125,457,10,46,1
792,212,2,7,0,1
198,2,0,15,0,1
628,102,29,6,130,1
1836,1264,1761,9,26,1
2000,1414,635,11,155,1
132,11,185,13,0,1
261,11,33,13,138,1
190,63,308,10,0,1
1691,967,61,14,72,1
5800,5272,12866,11,157,1
10413,10197,1021,7,160,1
540,173,26,13,119,1
8361,8162,212,11,39,1
33183,30406,37204,15,119,1
257,69,14,7,77,1
1804,1981,26,10,117,1
949,746,204,9,134,1
180,46,17,15,83,1
1811,1019,138,9,0,1
1997,1538,187,7,0,1
609,134,6,7,43,1
4837,4407,487,15,144,1
742,132,27,10,0,1
29729,28285,6352,13,160,1
14404,15132,90,10,156,1
15795,16695,110,10,140,1
962,118,142,8,0,1
13831,14240,14892,13,55,1
215,12,8,11,0,1
508,23,5,7,0,1
1991,771,45,10,88,1
1497,444,1,15,0,1
729,168,5,11,151,1
1349,448,44,15,0,1
1441,305,1172,15,0,1
664,21,650,13,0,1
376,221,107,10,160,1
2001,1298,176,8,90,1
69,13,27,14,0,1
635,297,107118,10,69,1
580,17,1036,9,0,1
2059,898,2870,8,97,1
249,11,6,8,0,1
358,26,5,12,0,1
510,318,503,13,150,1
1937,1052,165,6,23,1
2001,763,2386,8,69,1
4867,8776,2237,11,124,1
668,615,90,8,0,1
1563,1162,174,12,109,1
888,404,99,8,41,1
1933,1293,1255,8,124,1
533,320,68,14,149,1
936,532,3738,11,26,1
14,4,0,11,0,1
16144,14759,28821,8,139,1
12765,12246,4504,11,150,1
3219,2938,2278,14,118,1
192,51,14,14,12,1
4535,4582,254,13,87,1
13959,12710,675,8,41,1
979,168,0,10,154,1
431,57,0,13,0,1
1942,669,53,6,21,1
54,2,1,15,0,1
2165,836,3242,13,31,1
238,38,28,11,157,1
1074,348,268,8,23,1
751,109,110,15,0,1
5778,5253,19837,7,153,1
1414,269,48,14,0,1
295,54,33,8,0,1
1555,1125,918,14,103,1
3681,3411,21,12,7,1
1533,1004,330,15,65,1
8648,7862,204,7,57,1
2523,2293,19590,13,159,1
1832,288,645,6,0,1
521,283,366,15,98,1
848,1008,662,11,49,1
1689,358,13,14,41,1
3984,3622,1714,13,54,1
454,149,31,15,110,1
350,20,1,11,0,1
1662,1468,2178,9,109,1
1297,972,1023,10,81,1
1889,1564,5799,9,119,1
3368,5830,2073,10,127,1
1828,1491,151,9,80,1
21556,19710,7146,14,104,1
1722,248,22,15,72,1
14241,13150,19843,15,157,1
2262,2638,678,11,80,1
342,191,115,7,159,1
1913,540,0,15,144,1
562,67,1,8,98,1
559,129,21,10,0,1
5139,5018,10,14,0,1
1321,1117,1330,6,61,1
188,124,276,15,19,1
2000,872,274,8,146,1
2892,2635,6967,15,0,1
95,28,10,14,110,1
856,374,3,8,0,1
720,121,222,8,34,1
441,74,5,14,0,1
395,69,5,12,0,1
401,145,50,13,0,1
1905,449,75,13,46,1
5939,5437,18926,13,76,1
968,446,293,13,110,1
973,758,27,6,139,1
848,187,10,13,130,1
379,76,5,12,64,1
498,69,38,12,93,1
276,176,260,9,0,1
275,30,0,10,0,1
7508,7212,2003,12,104,1
2001,1367,152,12,107,1
1850,1351,99,13,109,1
1986,1302,2667,10,81,1
264,152,135,13,137,1
1211,877,1944,10,63,1
596,292,1948,12,0,1
512,59,5,12,31,1
2003,822,144,15,77,1
858,295,13,13,124,1
1739,1714,198,11,120,1
492,117,45,12,0,1
588,127,50,7,0,1
666,234,15,8,0,1
1912,1555,239,15,97,1
284,278,48,14,13,1
14724,13882,13775,12,72,1
2063,1882,14,13,145,1
1414,1146,197,9,50,1
2834,2602,1677,14,84,1
1806,2039,376,11,89,1
371,219,31,9,0,1
1331,463,103,10,136,1
2042,2014,178,10,145,1
119,9,2,15,154,1
573,37,5,13,0,1
365,170,62,14,89,1
1618,445,46,6,30,1
1505,199,93,13,118,1
136,10,4,9,0,1
2001,1463,206,14,40,1
7676,6980,11175,7,144,1
3728,3389,4125,5,123,1
10990,10538,1318,15,153,1
371,126,110,14,34,1
541,224,36,15,157,1
1150,606,1430,15,109,1
1323,694,121,14,70,1
1932,1742,610,10,0,1
7296,7659,979,8,154,1
1657,1530,158,9,127,1
226,3,15,15,0,1
1556,528,723,15,133,1
1321,652,16,14,0,1
1428,671,526,10,27,1
1073,405,4409,7,0,1
243,42,3,7,0,1
1996,842,2,10,153,1
1132,271,41,8,78,1
766,57,0,15,0,1
1268,1210,2,14,0,1
2823,2570,1182,7,30,1
639,112,7,11,133,1
3317,3117,239,15,156,1
2670,2427,1575,10,53,1
510,267,75,13,69,1
251,19,2,8,0,1
2350,2148,11980,8,41,1
1086,752,69,13,0,1
56672,60958,1510,14,134,1
1451,389,6,8,153,1
244,26,2,8,0,1
339,198,44,15,126,1
746,263,33,11,65,1
99,6,2,9,18,1
1271,470,99,14,88,1
1890,554,3,12,0,1
651,283,199,11,155,1
137,58,23,9,28,1
1188,112,0,14,0,1
1598,369,1204,13,0,1
1997,1529,3586,9,75,1
1512,382,1212,15,0,1
1691,257,572,15,0,1
241,16,261,13,86,1
3735,3866,8162,13,142,1
992,337,214,14,79,1
367,101,7,15,38,1
3574,3746,3396,10,63,1
1902,1666,470,15,136,1
1511,1258,1598,12,154,1
1777,468,2018,13,0,1
10422,10630,1656,6,121,1
615,398,1152,11,56,1
1668,881,176,11,100,1
686,301,277,11,94,1
3438,3127,135,14,152,1
2001,326,3633,8,0,1
1963,284,1,10,156,1
555,27,110,15,90,1
444,134,9,12,154,1
205,115,81,11,158,1
878,199,33,13,160,1
26606,37686,1431,12,157,1
691,128,66,13,55,1
19229,22149,7245,11,103,1
2556,2376,37,7,0,1
4193,3818,2677,10,91,1
908,467,398,7,0,1
1746,968,273,15,98,1
1855,803,8,8,34,1
10937,11365,423,9,74,1
1998,910,1548,15,37,1
728,172,44,15,74,1
198,58,251,11,136,1
999,35,9,8,0,1
10905,10791,50,13,30,1
10786,10635,8142,10,103,1
7662,6981,1508,9,37,1
5294,4824,2080,9,109,1
416,65,1,13,113,1
13594,12501,1539,11,32,1
2677,2590,3768,9,110,1
34,11,23,15,0,1
198,15,11,13,0,1
11381,10349,269,9,0,1
2186,2013,2257,15,42,1
2002,978,13,9,67,1
2832,2627,18,12,0,1
11056,10711,651,14,77,1
381,98,4,4,46,1
0,717,1,12,35,1
2783,2550,156,15,88,1
1782,715,11,14,0,1
1548,659,65,8,0,1
506,73,53,7,0,1
1796,1470,209,13,134,1
783,171,24,12,113,1
1382,529,37,15,0,1
609,512,59,15,48,1
489,93,266,13,68,1
224,118,0,11,144,1
1724,1534,184,14,68,1
5024,4569,3799,8,42,1
5493,5172,714,11,151,1
1967,1961,245,14,139,1
282,193,3,14,0,1
479,233,203,11,0,1
2286,2182,88,10,49,1
195,707,145,10,87,1
2472,2382,56,12,77,1
1370,623,55,10,66,1
1720,1455,29,13,55,1
763,274,91,11,113,1
1453,1072,456,15,158,1
53,11,76,13,0,1
518,19,65,13,39,1
463,143,96,13,49,1
14719,13815,11098,9,90,1
1132,320,36,8,36,1
715,615,11,12,94,1
1236,242,1891,6,0,1
1480,542,11,15,22,1
164,81,6,15,81,1
2625,2428,1522,10,109,1
385,30,0,15,69,1
28,6,26,7,22,1
54,6,30,7,21,1
990,936,186,13,82,1
2273,2149,481,10,130,1
1068,492,70,12,73,1
1003,701,118,15,92,1
597,597,850,9,114,1
339,150,53,12,156,1
16,0,3,12,48,1
4107,3965,99,14,120,1
702,88,5,14,83,1
140,14,18,12,113,1
7577,6895,2287,10,32,1
588,359,499,14,53,1
590,337,3,9,74,1
1970,2261,1087,8,0,1
408,177,174,9,110,1
257,67,130,9,112,1
659,49,3,13,145,1
1060,278,61,11,154,1
1995,233,12,14,0,1
767,107,2,10,23,1
2586,2694,4090,10,130,1
14002,12856,7083,14,101,1
835,631,37,9,102,1
2002,1502,57,12,61,1
1378,681,172,15,148,1
162,44,0,13,91,1
3724,3476,193,15,96,1
152,69,109,10,73,1
16190,14781,26463,11,159,1
19452,17686,866,14,70,1
3571,3407,1659,6,156,1
144,37,64,11,139,1
1262,115,5,10,0,1
1883,307,5,8,0,1
1898,350,274,8,82,1
737,487,1008,10,112,1
638,167,12,14,135,1
50,8,48,10,0,1
745,461,1255,12,87,1
1350,615,14,13,134,1
4377,3980,2428,10,147,1
2028,4540,8803,5,149,1
1444,733,2,9,18,1
3892,3610,67,10,93,1
52,30,62,5,0,1
1052,599,3,9,119,1
19378,17615,2749,15,159,1
2914,2648,303,12,44,1
2,0,2,11,0,1
382,71,6,13,80,1
3593,3739,1343,9,70,1
932,281,282,12,94,1
737,132,41,10,37,1
497,88,1,12,22,1
547,139,14,11,56,1
32,9,57,9,74,1
530,99,4,13,29,1
512,130,193,12,145,1
213,20,0,14,124,1
1497,927,1398,8,79,1
2001,517,944,14,149,1
126,9,227,10,0,1
2596,2449,290,11,53,1
824,4391,1833,14,82,1
1099,434,875,14,0,1
902,354,75,15,152,1
10940,13359,4592,14,155,1
270,72,3,11,12,1
708,105,44,8,57,1
1113,209,222,8,0,1
3997,3824,435,11,146,1
7692,6993,1992,15,155,1
1189,272,196,13,67,1
1512,197,282,14,0,1
449,140,13,14,81,1
1,0,10,7,0,1
584,170,42,15,56,1
1856,823,27,10,22,1
2000,1203,67,13,0,1
4588,4306,6,8,0,1
593,157,14,8,17,1
4804,4388,159,12,149,1
1004,612,31,15,48,1
16972,18159,536,7,146,1
3826,3507,235,15,36,1
1992,1550,349,10,0,1
516,66,5,8,0,1
8423,7735,1984,12,38,1
440,67,66,14,160,1
1155,844,229,11,88,1
4255,3866,16501,8,112,1
3327,3024,284,9,84,1
1993,879,298,13,61,1
1654,604,248,13,7,1
643,366,112,12,158,1
20676,18799,5015,9,64,1
2205,2073,634,10,0,1
3464,3203,7524,9,132,1
833,540,62,5,52,1
1696,1201,392,15,96,1
1844,599,1036,15,62,1
1941,613,63,12,39,1
1797,474,680,5,26,1
2001,702,85,10,90,1
1281,779,1310,14,66,1
1610,367,93,6,44,1
45,475,4149,12,156,1
3165,2878,16180,14,38,1
466,36,5,8,0,1
1105,715,102,13,0,1
1485,175,172,14,40,1
215,18,0,13,0,1
35,1,19,8,94,1
1560,1041,2159,13,57,1
3458,3206,127,11,0,1
1096,175,18,15,143,1
987,217,182,14,0,1
950,548,124,15,149,1
1771,832,0,8,0,1
179,45,4,9,5,1
1631,792,0,8,18,1
2001,1209,613,10,74,1
2267,2117,2585,11,121,1
74,59,91,11,153,1
29,28,33,12,76,1
8968,8154,2389,13,92,1
266,484,313,9,81,1
412,65,42,10,0,1
2205,2016,718,15,0,1
263,118,15,14,110,1
221,70,10,9,75,1
256,79,11,12,38,1
1204,595,1099,14,0,1
179,32,5,9,24,1
433,110,0,10,0,1
413,69,42,9,0,1
417,53,0,11,0,1
554,191,61,15,18,1
2237,2228,1620,15,45,1
1918,2317,290,14,136,1
3273,2987,42,8,78,1
3123,2838,2510,7,22,1
7469,6792,714,13,95,1
446,93,9,9,46,1
765,287,16,13,64,1
2001,1488,1095,9,90,1
2001,1610,343,14,60,1
2910,2643,4323,13,49,1
1058,1666,147,10,42,1
1260,555,17,13,143,1
85,35,9,8,0,1
4363,3999,742,14,159,1
416,448,931,15,68,1
511,126,74,9,73,1
437,156,11,15,27,1
2002,1715,4930,8,159,1
419,28,0,9,0,1
418,30,0,9,0,1
1109,1292,1543,9,160,1
560,697,2435,10,15,1
1729,408,317,9,8,1
421,145,165,11,0,1
1408,2025,16709,13,65,1
2002,1443,107,14,8,1
189,33,1,15,123,1
1995,330,0,14,155,1
370,136,105,9,0,1
2012,1835,1061,10,0,1
12698,12048,4737,8,26,1
6365,11120,813,12,157,1
976,5184,3832,7,94,1
417,52,0,14,0,1
423,147,0,10,0,1
3704,3376,1715,10,98,1
113,13,17,10,12,1
1488,223,224,4,0,1
2001,1187,110,9,79,1
9264,8422,5504,13,85,1
2001,621,4,8,102,1
11357,10583,78,6,158,1
24205,23474,1100,11,88,1
1274,854,46,7,39,1
209,41,26,12,124,1
680,96,9,9,20,1
1778,943,1411,8,20,1
1234,556,252,13,0,1
32,9,81,11,101,1
37,14,151,9,97,1
673,346,927,15,159,1
389,30,102,8,0,1
5685,5566,4961,13,86,1
543,486,477,7,140,1
754,244,166,11,0,1
617,59,768,12,0,1
91,13,3,10,84,1
1992,547,197,10,0,1
10475,10796,1147,10,103,1
86,42,4,15,131,1
1798,1446,19316,12,159,1
339,26,8,12,60,1
1702,1099,288,12,159,1
4856,4416,1609,13,91,1
3311,3165,242,14,125,1
7481,7436,1355,11,41,1
1282,486,99,11,154,1
4213,3969,1468,12,98,1
1800,1710,327,14,88,1
1986,199,1017,14,32,1
7176,6937,5831,15,60,1
1754,835,106,7,30,1
971,490,321,10,0,1
628,534,28,10,123,1
765,522,53418,7,0,1
7090,6592,850,11,153,1
33513,31461,8828,8,80,1
1395,556,43,12,34,1
35,7,50,8,96,1
738,313,75,15,136,1
185,147,303,13,72,1
45,36,100,10,159,1
1066,863,3649,10,48,1
671,61,3505,13,0,1
982,404,64,15,122,1
2001,1799,3158,11,53,1
1752,1463,612,11,149,1
834,254,64,15,65,1
3490,3211,464,13,0,1
509,360,21,8,95,1
1102,100,239,12,0,1
16,7,32,8,0,1
102,78,7,15,153,1
671,206,71,7,38,1
727,176,33,10,92,1
1599,1406,542,15,136,1
1694,947,84,13,14,1
1014,314,4,7,0,1
2657,2459,315,14,102,1
858,632,129,14,71,1
266,22,7,15,0,1
487,86,28,7,19,1
97,5,1,7,83,1
126,23,28,7,19,1
145,28,26,7,24,1
353,40,261,12,158,1
1958,1081,145,12,62,1
1790,1691,4963,9,143,1
721,145,3,13,34,1
39223,42883,992,11,71,1
35933,33460,3270,12,160,1
205,52,75,10,0,1
22765,21307,1902,10,83,1
246,11,14,15,0,1
601,377,365,11,77,1
1790,2789,1292,11,111,1
578,313,38,15,73,1
128,43,6,12,44,1
1741,170,5,15,19,1
128,63,1,11,39,1
1891,1080,333,10,56,1
772,398,1567,10,94,1
1799,1005,867,14,0,1
105,11,0,11,63,1
3771,3429,106,13,81,1
701,605,427,12,82,1
2353,261,33,9,29,1
1984,742,97,14,0,1
235,186,687,15,0,1
1792,615,502,13,35,1
15187,14312,5729,12,57,1
1476,312,1306,14,0,1
123,21,4,12,0,1
497,11,1,12,102,1
723,282,33,15,101,1
2000,1577,146,11,109,1
1112,601,373,15,145,1
1655,719,85,12,158,1
1079,523,95,12,48,1
1994,1008,43,8,58,1
1998,722,185,6,121,1
1426,908,119,7,114,1
8243,7693,2585,13,96,1
1701,1133,20,14,0,1
1132,276,98,14,58,1
1511,972,234,11,50,1
594,169,12,9,0,1
3633,4254,5,15,0,1
2505,2275,160,14,0,1
686,138,758,7,36,1
661,272,14,13,144,1
1385,686,22,14,107,1
1577,714,14,14,94,1
3619,3292,1251,13,41,1
147,40,31,7,24,1
16357,14869,5588,9,97,1
18603,39280,270,10,51,1
518,104,10,8,76,1
1999,278,9,13,71,1
224,25,11,10,36,1
10164,9269,2236,12,135,1
27,6,56,10,68,1
806,303,298,13,60,1
953,301,11,12,50,1
1646,218,1,9,132,1
1067,396,37,12,55,1
7784,8699,1247,8,35,1
5727,5311,7811,7,159,1
1284,783,65,8,109,1
609,147,2,11,0,1
354,130,4,11,0,1
247,24,7,9,114,1
175,88,667,12,0,1
910,4694,668,9,159,1
227,35,2,8,0,1
484,242,248,11,56,1
1997,782,33,7,57,1
12439,12090,8931,5,133,1
590,283,673,13,130,1
1341,634,803,14,64,1
690,121,110,14,0,1
728,54,51,12,76,1
673,729,743,13,120,1
1088,287,6,14,0,1
7885,7770,10566,8,127,1
10283,9639,3318,15,84,1
395,139,24,11,74,1
3345,3048,8442,15,113,1
1972,1368,58,12,154,1
2001,484,3061,15,95,1
1603,414,476,8,0,1
366,161,98,8,0,1
613,307,21,9,0,1
5946,5961,111,9,75,1
1607,336,1327,11,0,1
1938,1642,1669,11,137,1
2000,1552,81,14,41,1
2734,8653,2228,13,29,1
73,11,52,7,101,1
180,4,3,11,0,1
18087,64767,696,8,68,1
1441,899,400,15,131,1
1628,1685,712,7,160,1
22,1,8,14,0,1
1780,517,1055,9,107,1
371,71,1,14,0,1
798,87,587,10,22,1
1156,336,316,10,135,1
324,162,681,15,0,1
2199,3586,9,8,0,1
1714,659,149,15,0,1
538,42,41,9,67,1
1646,706,207,15,39,1
1626,1893,257,8,158,1
5565,5367,4696,9,0,1
20774,21127,3181,14,129,1
994,193,0,10,0,1
6144,5597,128,11,160,1
1558,443,820,13,38,1
725,215,95,14,0,1
1879,867,18,7,0,1
4350,4227,333,14,36,1
476,151,22,13,71,1
875,559,171,13,148,1
1051,319,3,6,0,1
3791,3926,749,10,151,1
1450,987,263,14,133,1
1727,1238,10,11,142,1
5355,5642,491,9,49,1
1121,905,58,12,107,1
1999,598,67,5,62,1
569,120,62,14,72,1
28,6,1,13,62,1
4219,3835,5822,13,158,1
752,156,33,7,23,1
917,615,731,12,160,1
1724,1242,8,11,160,1
1611,1338,495,15,61,1
7364,13529,749,11,160,1
1810,1013,2470,10,43,1
15,7,20,10,142,1
187,37,6,12,104,1
400,168,278,10,0,1
3714,3380,29,7,38,1
272,90,35,15,37,1
1700,712,241,9,20,1
505,115,1,14,0,1
3973,3731,231,13,63,1
56362,54851,10192,8,125,1
2001,955,29,10,70,1
4055,3990,817,12,39,1
2001,1018,1089,15,156,1
3333,3277,2014,15,86,1
2724,2731,3,12,160,1
2001,584,496,9,0,1
8,3,27,14,0,1
337,293,448,12,108,1
1365,950,154,10,0,1
14481,14238,104,8,158,1
84,85,7,12,0,1
597,267,732,15,112,1
2000,1352,3964,10,159,1
2785,2532,814,15,158,1
2391,2198,2665,13,147,1
291,11,5,13,0,1
1460,344,71,10,0,1
3327,3028,161,13,77,1
72,12,27,15,0,1
1011,82,106,10,0,1
435,121,0,10,57,1
1061,320,1,8,0,1
147,29,9,13,0,1
1854,1496,53,9,0,1
1998,1305,13,8,0,1
956,112,10,15,0,1
8,0,6,13,0,1
2317,2441,645,10,103,1
987,90,26,12,0,1
1440,640,177,14,24,1
1447,384,27,10,136,1
32361,30029,1462,12,160,1
38214,36603,5425,8,160,1
511,98,22,11,73,1
1999,1685,17,10,0,1
955,40,3,14,0,1
442,6,0,15,0,1
442,13,0,13,0,1
738,252,121,10,0,1
865,54,67,15,150,1
1862,1413,378,15,89,1
170,69,11,5,0,1
2373,2161,2715,13,92,1
2192,2008,1607,9,21,1
1917,948,118,14,123,1
352,62,227,8,0,1
277,65,11,8,74,1
547,85,6,12,0,1
485,192,28,13,0,1
3750,3406,833,12,86,1
402,126,11,10,35,1
1527,1663,142,13,53,1
1364,829,961,10,20,1
5275,4849,2374,13,158,1
335,133,74,14,0,1
728,271,85,13,134,1
337,51,74,11,94,1
1222,470,14,9,35,1
2175,2145,185,10,74,1
37752,42772,812,11,71,1
2000,1330,428,5,45,1
1959,1802,276,7,16,1
414,59,215,10,0,1
1599,1196,878,12,42,1
1780,1284,228,11,27,1
1552,822,165,14,89,1
7390,7063,463,11,140,1
330,148,12,8,69,1
180,88,451,13,40,1
4196,4102,135,13,53,1
2631,2391,1547,9,129,1
3235,2981,400,15,65,1
2207,2046,1344,12,0,1
441,438,180,13,131,1
1439,651,8,11,93,1
577,181,22,13,103,1
1243,337,189,8,0,1
302,68,4,15,81,1
1225,1045,373,10,103,1
4774,4451,485,14,55,1
988,289,15,15,0,1
5179,5154,4676,15,50,1
1171,175,48,12,143,1
1876,1479,68,11,112,1
598,332,87,8,87,1
560,36,62,11,31,1
762,417,89,11,157,1
1567,649,1215,11,98,1
705,109,31,13,0,1
727,38,15,6,0,1
1692,367,431,10,96,1
4,3,17,14,0,1
1054,230,203,15,147,1
1788,448,338,9,0,1
970,379,35,10,0,1
2348,2150,197,15,82,1
718,262,12,10,62,1
814,295,171,15,148,1
1794,1082,206,8,90,1
663,73,8,11,69,1
1363,834,229,13,0,1
1135,961,213,13,40,1
3239,2945,2493,15,0,1
291,114,185,9,0,1
2001,1346,22,5,24,1
243,172,100,15,145,1
1840,775,198,9,0,1
745,446,16,14,0,1
8331,7580,1912,10,57,1
2022,973,17,14,33,1
206,9,3,14,0,1
15544,15445,3499,8,48,1
426,112,18,11,0,1
1757,1136,366,11,35,1
1246,575,125,5,72,1
2831,2581,731,7,14,1
1695,714,1,8,26,1
733,59,4,7,0,1
1945,304,144,12,93,1
1384,1079,329,9,119,1
547,1024,70,13,123,1
